-0.0155629,-0.997418,-0.106693
0.1734,-0.965165,-0.191855
0.122043,-0.996876,0.0267362
0.120404,-0.975549,-0.251811
0.130966,-0.895709,0.0957524
0.15882,-0.997554,-0.0210397
-0.194162,-0.998414,-0.273449
0.139012,-0.951927,0.159688
0.0505682,-0.988683,0.239762
0.197695,-0.923613,-0.0646632
-0.0429665,-0.862032,-0.271915
-0.232267,-0.999268,-0.184058
0.217,-0.979677,-0.0326654
0.104681,-0.805986,-0.185605
0.0795759,-0.913703,-0.256095
0.151516,-0.890307,0.0475131
0.104455,-0.744211,-0.115934
0.0207221,-0.99262,0.241342
-0.313673,-0.981893,-0.00407319
0.189296,-0.997597,0.0331785
-0.0808935,-0.988477,-0.311142
-0.22464,-0.790388,-0.0390176
0.161257,-0.848635,-0.0552992
-0.192176,-0.801899,-0.198739
-0.176372,-0.887272,0.187109
0.106044,-0.844597,0.102183
0.158673,-0.994459,0.13145
0.108085,-0.756862,-0.0548384
0.206482,-0.968508,-0.097363
-0.174766,-0.869564,-0.217226
0.172883,-0.918123,-0.118842
0.105778,-0.96246,0.208406
-0.054648,-0.977288,0.256081
-0.152821,-0.785786,-0.215692
0.188157,-0.99736,-0.0642605
0.134064,-0.857352,0.060397
0.173481,-0.907115,0.0385843
-0.0190469,-0.681927,0.127411
-0.0399742,-0.734952,0.0819937
0.0813251,-0.999356,-0.212425
-0.151594,-0.827264,-0.226405
-0.302639,-0.955299,-0.121841
0.00156079,-0.997702,0.00150447
-0.253955,-0.82494,-0.0543143
-0.196381,-0.846716,-0.206577
-0.0860407,-0.99789,-0.0764027
0.131135,-0.827219,-0.102927
-0.247639,-0.951365,-0.2107
-0.112312,-0.833102,0.17289
-0.191307,-0.746957,-0.110206
0.0970345,-0.7172,-0.0572321
0.156766,-0.933959,0.0995479
0.01274,-0.814448,-0.260517
0.227141,-0.978885,0.0542253
0.0431949,-0.725644,0.015733
0.0181049,-0.997623,0.0386885
-0.117058,-0.629733,-0.0075062
0.0816884,-0.627583,-0.134427
-0.093933,-0.998651,-0.266869
-0.0759623,-0.998323,0.0124305
-0.121862,-0.998656,0.0499088
-0.192445,-0.631825,-0.166869
-0.100301,-0.949155,-0.296243
-0.154043,-0.998849,0.14781
0.0907411,-0.705395,-0.197917
0.123267,-0.699461,-0.244336
-0.0656565,-0.997902,-0.0399645
-0.228626,-0.698804,-0.160427
0.0844059,-0.996834,0.0406146
-0.0652956,-0.818594,-0.256236
-0.116383,-0.998106,-0.0180437
0.0417388,-0.781851,0.14749
0.165767,-0.544771,-0.191737
0.132614,-0.912006,-0.182342
0.0486773,-0.764757,-0.234667
0.12849,-0.996258,0.079028
-0.00637617,-0.998294,0.0870063
-0.044771,-0.768713,0.11612
-0.260236,-0.998684,-0.121922
-0.134279,-0.653145,0.0233768
-0.0497225,-0.569788,0.0364983
0.16393,-0.860618,0.0273404
0.161404,-0.644141,-0.23884
0.126327,-0.794549,-0.0164235
-0.164344,-0.760986,0.0486773
-0.151219,-0.681891,0.0281958
0.0508136,-0.998278,-0.176436
-0.0538676,-0.998556,0.0449599
-0.0433306,-0.997704,-0.235522
